prod_id,prod_dept,dept_label,prod_class,class_labels,prod_subclass,subclass_labels,subclass_coefficients,prod_base_price,prod_md1,start_date,end_date,md1_week,pareto_weights,margin
261,16,department_16,1,class_161,1,subclass_1611,261,660.86,660.86,0,155,155,3.049020736361853e-08,330.43
262,9,department_9,1,class_91,0,subclass_910,262,191.33,191.33,0,155,155,1.4911159484648795e-06,57.4
263,3,department_3,0,class_30,1,subclass_301,263,25.0,25.0,0,155,155,0.0006430681154318777,7.5
264,4,department_4,0,class_40,0,subclass_400,264,53.43,53.43,0,155,155,8.353695953872392e-05,26.72
265,8,department_8,0,class_80,0,subclass_800,265,243.75,243.75,0,155,155,1.082831624169382e-06,121.88
266,2,department_2,0,class_20,0,subclass_200,266,11.67,11.67,0,155,155,0.005810598869568237,5.84
267,8,department_8,2,class_82,0,subclass_820,267,211.25,211.25,0,155,155,1.372455434796825e-06,63.38
268,2,department_2,0,class_20,1,subclass_201,268,18.33,18.33,0,155,155,0.0023552506340950696,5.5
269,2,department_2,0,class_20,1,subclass_201,269,13.33,13.33,0,155,155,0.004453507568384692,2.67
270,2,department_2,0,class_20,0,subclass_200,270,13.33,13.33,0,155,155,0.004453507568384692,6.66
271,7,department_7,0,class_70,0,subclass_700,271,142.86,142.86,0,155,155,4.166758274706023e-06,42.86
272,6,department_6,2,class_62,0,subclass_620,272,92.5,92.5,0,155,155,1.2729391435295858e-05,46.25
273,14,department_14,1,class_141,1,subclass_1411,273,459.67,459.67,0,155,155,9.120079365467081e-08,229.84
274,13,department_13,0,class_130,0,subclass_1300,274,340.0,340.0,0,155,155,2.150643532801309e-07,102.0
275,3,department_3,0,class_30,1,subclass_301,275,20.0,20.0,0,155,155,0.001004796741775138,10.0
276,12,department_12,1,class_121,0,subclass_1210,276,290.0,290.0,0,155,155,3.3275503286080915e-07,87.0
277,14,department_14,1,class_141,0,subclass_1410,277,394.0,394.0,0,155,155,1.25941170229584e-07,197.0
278,4,department_4,0,class_40,1,subclass_401,278,48.57,48.57,0,155,155,0.0001010921231663573,24.28
279,7,department_7,0,class_70,0,subclass_700,279,114.29,114.29,0,155,155,6.5131430846831485e-06,34.29
280,6,department_6,0,class_60,1,subclass_601,280,74.0,74.0,0,155,155,1.9943201291560306e-05,37.0
281,2,department_2,0,class_20,1,subclass_201,281,10.0,10.0,0,155,155,0.007913392492622977,5.0
282,2,department_2,0,class_20,1,subclass_201,282,15.0,15.0,0,155,155,0.0035170605533506277,4.5
283,12,department_12,1,class_121,1,subclass_1211,283,471.25,471.25,0,155,155,1.2290843219950398e-07,235.62
284,2,department_2,0,class_20,0,subclass_200,284,10.0,10.0,0,155,155,0.007913392492622977,3.0
285,8,department_8,1,class_81,0,subclass_810,285,130.0,130.0,0,155,155,3.726645201818122e-06,65.0
286,3,department_3,0,class_30,0,subclass_300,286,40.0,40.0,0,155,155,0.00025119543689334605,12.0
287,6,department_6,2,class_62,0,subclass_620,287,74.0,74.0,0,155,155,1.989248553047858e-05,14.8
288,2,department_2,0,class_20,1,subclass_201,288,16.67,16.67,0,155,155,0.0028476789111102027,5.0
289,3,department_3,0,class_30,0,subclass_300,289,20.0,20.0,0,155,155,0.001004796741775138,4.0
290,12,department_12,1,class_121,0,subclass_1210,290,326.25,326.25,0,155,155,2.6186857975088204e-07,97.88
291,2,department_2,0,class_20,0,subclass_200,291,15.0,15.0,0,155,155,0.0035170605533506277,7.5
292,15,department_15,0,class_150,1,subclass_1501,292,723.2,723.2,0,155,155,2.862973397200365e-08,144.64
293,0,department_0,0,class_00,0,subclass_000,293,3.43,3.43,0,155,155,0.339994386793811,1.72
294,3,department_3,0,class_30,1,subclass_301,294,25.0,25.0,0,155,155,0.0006430681154318777,5.0
295,2,department_2,0,class_20,1,subclass_201,295,10.0,10.0,0,155,155,0.007913392492622977,3.0
296,18,department_18,1,class_181,1,subclass_1811,296,975.0,975.0,0,155,155,7.173940165594105e-09,487.5
297,9,department_9,0,class_90,0,subclass_900,297,273.33,273.33,0,155,155,6.688481579629729e-07,82.0
298,3,department_3,0,class_30,0,subclass_300,298,25.0,25.0,0,155,155,0.0006430681154318777,12.5
299,4,department_4,0,class_40,1,subclass_401,299,38.86,38.86,0,155,155,0.00015792673587322918,19.43
300,3,department_3,0,class_30,0,subclass_300,300,25.0,25.0,0,155,155,0.0006430681154318777,12.5
301,0,department_0,0,class_00,1,subclass_001,301,2.0,2.0,0,155,155,1.0,0.4
302,6,department_6,2,class_62,1,subclass_621,302,92.5,92.5,0,155,155,1.2729391435295858e-05,27.75
303,9,department_9,0,class_90,1,subclass_901,303,300.67,300.67,0,155,155,5.518737091913534e-07,90.2
304,9,department_9,2,class_92,1,subclass_921,304,246.0,246.0,0,155,155,7.113064504367818e-07,73.8
305,2,department_2,0,class_20,1,subclass_201,305,15.0,15.0,0,155,155,0.0035170605533506277,4.5
306,3,department_3,0,class_30,1,subclass_301,306,20.0,20.0,0,155,155,0.001004796741775138,10.0
307,16,department_16,2,class_162,1,subclass_1621,307,807.71,807.71,0,155,155,1.6496479460892155e-08,242.31
308,19,department_19,0,class_190,1,subclass_1901,308,1086.0,1086.0,0,155,155,5.452917815855382e-09,543.0
309,3,department_3,0,class_30,1,subclass_301,309,25.0,25.0,0,155,155,0.0006430681154318777,12.5
310,15,department_15,0,class_150,1,subclass_1501,310,632.8,632.8,0,155,155,3.8923958836248535e-08,316.4
311,8,department_8,2,class_82,0,subclass_820,311,178.75,178.75,0,155,155,1.918883270320007e-06,53.62
312,4,department_4,0,class_40,1,subclass_401,312,43.71,43.71,0,155,155,0.0001248233959399563,13.11
313,2,department_2,0,class_20,1,subclass_201,313,10.0,10.0,0,155,155,0.007913392492622977,3.0
314,15,department_15,0,class_150,1,subclass_1501,314,813.6,813.6,0,155,155,2.1572047295529598e-08,244.08
315,0,department_0,0,class_00,1,subclass_001,315,2.0,2.0,0,155,155,1.0,1.0
316,3,department_3,0,class_30,1,subclass_301,316,20.0,20.0,0,155,155,0.001004796741775138,6.0
317,3,department_3,0,class_30,0,subclass_300,317,35.0,35.0,0,155,155,0.0003280935292282228,10.5
318,8,department_8,0,class_80,1,subclass_801,318,146.25,146.25,0,155,155,3.0167510755837435e-06,73.12
319,6,department_6,1,class_61,1,subclass_611,319,120.25,120.25,0,155,155,6.923417953499835e-06,60.12
320,3,department_3,0,class_30,1,subclass_301,320,20.0,20.0,0,155,155,0.001004796741775138,6.0
321,2,department_2,0,class_20,1,subclass_201,321,18.33,18.33,0,155,155,0.0023552506340950696,9.16
322,14,department_14,2,class_142,1,subclass_1421,322,591.0,591.0,0,155,155,5.170954873214137e-08,295.5
323,3,department_3,0,class_30,0,subclass_300,323,25.0,25.0,0,155,155,0.0006430681154318777,5.0
324,2,department_2,0,class_20,0,subclass_200,324,20.0,20.0,0,155,155,0.0019783443746053055,10.0
325,2,department_2,0,class_20,1,subclass_201,325,11.67,11.67,0,155,155,0.005810598869568237,5.84
326,2,department_2,0,class_20,0,subclass_200,326,11.67,11.67,0,155,155,0.005810598869568237,5.84
327,12,department_12,1,class_121,1,subclass_1211,327,290.0,290.0,0,155,155,3.3275503286080915e-07,145.0
328,9,department_9,2,class_92,0,subclass_920,328,328.0,328.0,0,155,155,3.9792322394829145e-07,98.4
329,0,department_0,0,class_00,1,subclass_001,329,2.0,2.0,0,155,155,1.0,1.0
330,8,department_8,1,class_81,1,subclass_811,330,178.75,178.75,0,155,155,1.9687636618433194e-06,89.38
331,3,department_3,0,class_30,1,subclass_301,331,20.0,20.0,0,155,155,0.001004796741775138,6.0
332,11,department_11,0,class_110,0,subclass_1100,332,244.0,244.0,0,155,155,6.89638391730746e-07,73.2
333,2,department_2,0,class_20,0,subclass_200,333,13.33,13.33,0,155,155,0.004453507568384692,4.0
334,10,department_10,0,class_100,1,subclass_1001,334,370.33,370.33,0,155,155,2.877033015134199e-07,185.16
335,16,department_16,1,class_161,1,subclass_1611,335,807.71,807.71,0,155,155,1.8759003860888726e-08,403.86
336,12,department_12,1,class_121,1,subclass_1211,336,471.25,471.25,0,155,155,1.2290843219950398e-07,141.38
337,19,department_19,0,class_190,0,subclass_1900,337,724.0,724.0,0,155,155,1.8516649149669928e-08,217.2
338,2,department_2,0,class_20,0,subclass_200,338,13.33,13.33,0,155,155,0.004453507568384692,6.66
339,12,department_12,1,class_121,0,subclass_1210,339,398.75,398.75,0,155,155,1.736482005766413e-07,119.62
340,4,department_4,0,class_40,1,subclass_401,340,34.0,34.0,0,155,155,0.00020630352118086804,17.0
341,14,department_14,2,class_142,0,subclass_1420,341,656.67,656.67,0,155,155,4.0934635372269625e-08,197.0
342,2,department_2,0,class_20,0,subclass_200,342,10.0,10.0,0,155,155,0.007913392492622977,3.0
343,14,department_14,0,class_140,1,subclass_1401,343,459.67,459.67,0,155,155,9.041548767878937e-08,137.9
344,8,department_8,1,class_81,1,subclass_811,344,195.0,195.0,0,155,155,1.6535100523351673e-06,58.5
345,15,department_15,0,class_150,0,subclass_1500,345,632.8,632.8,0,155,155,3.8923958836248535e-08,316.4
346,14,department_14,2,class_142,0,subclass_1420,346,591.0,591.0,0,155,155,5.170954873214137e-08,295.5
347,8,department_8,2,class_82,0,subclass_820,347,195.0,195.0,0,155,155,1.611596667791273e-06,58.5
348,3,department_3,0,class_30,1,subclass_301,348,25.0,25.0,0,155,155,0.0006430681154318777,7.5
349,9,department_9,1,class_91,1,subclass_911,349,164.0,164.0,0,155,155,2.0313083897303493e-06,82.0
350,12,department_12,0,class_120,1,subclass_1201,350,435.0,435.0,0,155,155,1.2976834939820366e-07,130.5
351,2,department_2,0,class_20,1,subclass_201,351,10.0,10.0,0,155,155,0.007913392492622977,3.0
352,9,department_9,0,class_90,0,subclass_900,352,164.0,164.0,0,155,155,1.8667513495282441e-06,49.2
353,17,department_17,1,class_171,0,subclass_1710,353,676.67,676.67,0,155,155,2.431368693176147e-08,135.33
354,14,department_14,0,class_140,0,subclass_1400,354,525.33,525.33,0,155,155,6.805492228929537e-08,157.6
355,3,department_3,0,class_30,0,subclass_300,355,35.0,35.0,0,155,155,0.0003280935292282228,10.5
356,4,department_4,0,class_40,1,subclass_401,356,38.86,38.86,0,155,155,0.00015792673587322918,11.66
357,15,department_15,0,class_150,1,subclass_1501,357,723.2,723.2,0,155,155,2.862973397200365e-08,144.64
358,2,department_2,0,class_20,0,subclass_200,358,15.0,15.0,0,155,155,0.0035170605533506277,4.5
359,10,department_10,0,class_100,0,subclass_1000,359,202.0,202.0,0,155,155,9.787860454168587e-07,60.6
360,6,department_6,0,class_60,1,subclass_601,360,83.25,83.25,0,155,155,1.575654216687147e-05,41.62
361,2,department_2,0,class_20,1,subclass_201,361,11.67,11.67,0,155,155,0.005810598869568237,5.84
362,2,department_2,0,class_20,0,subclass_200,362,20.0,20.0,0,155,155,0.0019783443746053055,10.0
363,14,department_14,0,class_140,1,subclass_1401,363,656.67,656.67,0,155,155,4.175477808344718e-08,197.0
364,16,department_16,2,class_162,0,subclass_1620,364,734.29,734.29,0,155,155,2.100975467700875e-08,367.14
365,14,department_14,0,class_140,1,subclass_1401,365,525.33,525.33,0,155,155,6.805492228929537e-08,262.67
366,3,department_3,0,class_30,0,subclass_300,366,20.0,20.0,0,155,155,0.001004796741775138,10.0
367,3,department_3,0,class_30,0,subclass_300,367,35.0,35.0,0,155,155,0.0003280935292282228,10.5
368,13,department_13,0,class_130,1,subclass_1301,368,510.0,510.0,0,155,155,9.280745298494917e-08,255.0
369,2,department_2,0,class_20,0,subclass_200,369,16.67,16.67,0,155,155,0.0028476789111102027,8.34
370,6,department_6,1,class_61,0,subclass_610,370,83.25,83.25,0,155,155,1.4450585976044162e-05,41.62
371,0,department_0,0,class_00,0,subclass_000,371,2.0,2.0,0,155,155,1.0,0.4
372,17,department_17,0,class_170,0,subclass_1700,372,676.67,676.67,0,155,155,2.5535148211363236e-08,338.34
373,12,department_12,0,class_120,0,subclass_1200,373,435.0,435.0,0,155,155,1.2976834939820366e-07,217.5
374,7,department_7,0,class_70,1,subclass_701,374,114.29,114.29,0,155,155,6.5131430846831485e-06,57.14
375,2,department_2,0,class_20,1,subclass_201,375,16.67,16.67,0,155,155,0.0028476789111102027,8.34
376,2,department_2,0,class_20,0,subclass_200,376,10.0,10.0,0,155,155,0.007913392492622977,2.0
377,2,department_2,0,class_20,1,subclass_201,377,13.33,13.33,0,155,155,0.004453507568384692,6.66
378,1,department_1,0,class_10,1,subclass_101,378,5.0,5.0,0,155,155,0.08947585751810468,2.5
379,0,department_0,0,class_00,0,subclass_000,379,3.43,3.43,0,155,155,0.339994386793811,0.69
380,0,department_0,0,class_00,0,subclass_000,380,2.57,2.57,0,155,155,0.6056109838120994,1.28
381,7,department_7,0,class_70,0,subclass_700,381,100.0,100.0,0,155,155,8.509130940666356e-06,50.0
382,8,department_8,2,class_82,0,subclass_820,382,260.0,260.0,0,155,155,9.043364712101927e-07,78.0
383,14,department_14,2,class_142,0,subclass_1420,383,591.0,591.0,0,155,155,5.170954873214137e-08,177.3
384,3,department_3,0,class_30,1,subclass_301,384,35.0,35.0,0,155,155,0.0003280935292282228,17.5
385,3,department_3,0,class_30,1,subclass_301,385,25.0,25.0,0,155,155,0.0006430681154318777,12.5
386,12,department_12,0,class_120,0,subclass_1200,386,435.0,435.0,0,155,155,1.2976834939820366e-07,217.5
387,2,department_2,0,class_20,1,subclass_201,387,10.0,10.0,0,155,155,0.007913392492622977,5.0
388,5,department_5,0,class_50,0,subclass_500,388,104.0,104.0,0,155,155,9.96258795229733e-06,31.2
389,3,department_3,0,class_30,0,subclass_300,389,30.0,30.0,0,155,155,0.00044657355297381054,9.0
390,2,department_2,0,class_20,0,subclass_200,390,10.0,10.0,0,155,155,0.007913392492622977,3.0
391,10,department_10,0,class_100,0,subclass_1000,391,336.67,336.67,0,155,155,3.491572002989908e-07,101.0
392,14,department_14,2,class_142,1,subclass_1421,392,656.67,656.67,0,155,155,4.0934635372269625e-08,197.0
393,0,department_0,0,class_00,0,subclass_000,393,2.57,2.57,0,155,155,0.6056109838120994,0.77
394,3,department_3,0,class_30,1,subclass_301,394,35.0,35.0,0,155,155,0.0003280935292282228,17.5
395,4,department_4,0,class_40,1,subclass_401,395,48.57,48.57,0,155,155,0.0001010921231663573,24.28
396,1,department_1,0,class_10,0,subclass_100,396,4.5,4.5,0,155,155,0.11046402279967585,2.25
397,2,department_2,0,class_20,1,subclass_201,397,15.0,15.0,0,155,155,0.0035170605533506277,4.5
398,14,department_14,0,class_140,1,subclass_1401,398,394.0,394.0,0,155,155,1.2487226603775958e-07,197.0
399,6,department_6,1,class_61,0,subclass_610,399,111.0,111.0,0,155,155,8.126267957102445e-06,55.5
400,6,department_6,1,class_61,1,subclass_611,400,101.75,101.75,0,155,155,9.671880507186193e-06,50.88
401,3,department_3,0,class_30,1,subclass_301,401,30.0,30.0,0,155,155,0.00044657355297381054,9.0
402,2,department_2,0,class_20,1,subclass_201,402,11.67,11.67,0,155,155,0.005810598869568237,5.84
403,8,department_8,1,class_81,1,subclass_811,403,146.25,146.25,0,155,155,2.943460812013451e-06,73.12
404,3,department_3,0,class_30,0,subclass_300,404,40.0,40.0,0,155,155,0.00025119543689334605,20.0
405,2,department_2,0,class_20,0,subclass_200,405,10.0,10.0,0,155,155,0.007913392492622977,3.0
406,8,department_8,0,class_80,0,subclass_800,406,227.5,227.5,0,155,155,1.2437860172877325e-06,68.25
407,14,department_14,0,class_140,0,subclass_1400,407,656.67,656.67,0,155,155,4.175477808344718e-08,328.34
408,8,department_8,1,class_81,1,subclass_811,408,146.25,146.25,0,155,155,2.943460812013451e-06,43.88
409,4,department_4,0,class_40,1,subclass_401,409,38.86,38.86,0,155,155,0.00015792673587322918,19.43
410,14,department_14,1,class_141,1,subclass_1411,410,525.33,525.33,0,155,155,6.865618852745461e-08,262.67
411,18,department_18,0,class_180,1,subclass_1801,411,650.0,650.0,0,155,155,2.363381383148106e-08,130.0
412,3,department_3,0,class_30,0,subclass_300,412,35.0,35.0,0,155,155,0.0003280935292282228,10.5
413,4,department_4,0,class_40,1,subclass_401,413,53.43,53.43,0,155,155,8.353695953872392e-05,26.72
414,3,department_3,0,class_30,0,subclass_300,414,35.0,35.0,0,155,155,0.0003280935292282228,17.5
415,14,department_14,0,class_140,1,subclass_1401,415,525.33,525.33,0,155,155,6.805492228929537e-08,262.67
416,7,department_7,0,class_70,1,subclass_701,416,128.57,128.57,0,155,155,5.1456388769827966e-06,38.57
417,3,department_3,0,class_30,0,subclass_300,417,35.0,35.0,0,155,155,0.0003280935292282228,17.5
418,3,department_3,0,class_30,0,subclass_300,418,25.0,25.0,0,155,155,0.0006430681154318777,7.5
419,19,department_19,1,class_191,0,subclass_1910,419,724.0,724.0,0,155,155,1.499420175358876e-08,217.2
420,13,department_13,0,class_130,0,subclass_1300,420,510.0,510.0,0,155,155,9.280745298494917e-08,153.0
421,16,department_16,1,class_161,1,subclass_1611,421,660.86,660.86,0,155,155,3.049020736361853e-08,330.43
422,2,department_2,0,class_20,1,subclass_201,422,20.0,20.0,0,155,155,0.0019783443746053055,6.0
423,6,department_6,1,class_61,0,subclass_610,423,101.75,101.75,0,155,155,9.671880507186193e-06,30.52
424,8,department_8,0,class_80,0,subclass_800,424,130.0,130.0,0,155,155,3.819403191649274e-06,39.0
425,3,department_3,0,class_30,0,subclass_300,425,20.0,20.0,0,155,155,0.001004796741775138,10.0
426,3,department_3,0,class_30,1,subclass_301,426,20.0,20.0,0,155,155,0.001004796741775138,6.0
427,9,department_9,1,class_91,1,subclass_911,427,164.0,164.0,0,155,155,2.0313083897303493e-06,49.2
428,10,department_10,0,class_100,1,subclass_1001,428,202.0,202.0,0,155,155,9.787860454168587e-07,101.0
429,2,department_2,0,class_20,0,subclass_200,429,11.67,11.67,0,155,155,0.005810598869568237,3.5
430,0,department_0,0,class_00,1,subclass_001,430,2.86,2.86,0,155,155,0.4890214654885421,0.86
431,2,department_2,0,class_20,0,subclass_200,431,18.33,18.33,0,155,155,0.0023552506340950696,5.5
432,19,department_19,0,class_190,0,subclass_1900,432,905.0,905.0,0,155,155,1.0051351245358104e-08,452.5
433,8,department_8,1,class_81,0,subclass_810,433,146.25,146.25,0,155,155,2.943460812013451e-06,29.25
434,2,department_2,0,class_20,0,subclass_200,434,16.67,16.67,0,155,155,0.0028476789111102027,8.34
435,4,department_4,0,class_40,0,subclass_400,435,43.71,43.71,0,155,155,0.0001248233959399563,21.86
436,14,department_14,1,class_141,1,subclass_1411,436,722.33,722.33,0,155,155,3.39594208069189e-08,216.7
437,2,department_2,0,class_20,0,subclass_200,437,13.33,13.33,0,155,155,0.004453507568384692,4.0
438,2,department_2,0,class_20,1,subclass_201,438,13.33,13.33,0,155,155,0.004453507568384692,6.66
439,15,department_15,0,class_150,1,subclass_1501,439,813.6,813.6,0,155,155,2.1572047295529598e-08,406.8
440,2,department_2,0,class_20,1,subclass_201,440,10.0,10.0,0,155,155,0.007913392492622977,3.0
441,2,department_2,0,class_20,0,subclass_200,441,13.33,13.33,0,155,155,0.004453507568384692,6.66
442,7,department_7,0,class_70,1,subclass_701,442,142.86,142.86,0,155,155,4.166758274706023e-06,71.43
443,2,department_2,0,class_20,1,subclass_201,443,11.67,11.67,0,155,155,0.005810598869568237,3.5
444,10,department_10,0,class_100,0,subclass_1000,444,202.0,202.0,0,155,155,9.787860454168587e-07,40.4
445,3,department_3,0,class_30,0,subclass_300,445,25.0,25.0,0,155,155,0.0006430681154318777,12.5
446,15,department_15,0,class_150,0,subclass_1500,446,723.2,723.2,0,155,155,2.862973397200365e-08,216.96
447,8,department_8,0,class_80,1,subclass_801,447,227.5,227.5,0,155,155,1.2437860172877325e-06,113.75
448,2,department_2,0,class_20,0,subclass_200,448,11.67,11.67,0,155,155,0.005810598869568237,3.5
449,7,department_7,0,class_70,1,subclass_701,449,114.29,114.29,0,155,155,6.5131430846831485e-06,57.14
450,2,department_2,0,class_20,0,subclass_200,450,10.0,10.0,0,155,155,0.007913392492622977,3.0
451,10,department_10,0,class_100,1,subclass_1001,451,235.67,235.67,0,155,155,7.177616511939164e-07,117.84
452,3,department_3,0,class_30,1,subclass_301,452,35.0,35.0,0,155,155,0.0003280935292282228,17.5
453,19,department_19,1,class_191,0,subclass_1910,453,1448.0,1448.0,0,155,155,0.0,434.4
454,3,department_3,0,class_30,0,subclass_300,454,35.0,35.0,0,155,155,0.0003280935292282228,10.5
455,14,department_14,1,class_141,0,subclass_1410,455,788.0,788.0,0,155,155,2.773674211899881e-08,157.6
456,2,department_2,0,class_20,0,subclass_200,456,20.0,20.0,0,155,155,0.0019783443746053055,10.0
457,7,department_7,0,class_70,1,subclass_701,457,142.86,142.86,0,155,155,4.166758274706023e-06,71.43
458,2,department_2,0,class_20,0,subclass_200,458,15.0,15.0,0,155,155,0.0035170605533506277,7.5
459,14,department_14,1,class_141,0,subclass_1410,459,656.67,656.67,0,155,155,4.2139579685878795e-08,131.33
460,9,department_9,0,class_90,1,subclass_901,460,164.0,164.0,0,155,155,1.8667513495282441e-06,82.0
461,2,department_2,0,class_20,1,subclass_201,461,11.67,11.67,0,155,155,0.005810598869568237,3.5
462,3,department_3,0,class_30,1,subclass_301,462,30.0,30.0,0,155,155,0.00044657355297381054,15.0
463,3,department_3,0,class_30,1,subclass_301,463,40.0,40.0,0,155,155,0.00025119543689334605,12.0
464,12,department_12,1,class_121,1,subclass_1211,464,290.0,290.0,0,155,155,3.3275503286080915e-07,145.0
465,4,department_4,0,class_40,1,subclass_401,465,43.71,43.71,0,155,155,0.0001248233959399563,13.11
466,2,department_2,0,class_20,0,subclass_200,466,13.33,13.33,0,155,155,0.004453507568384692,2.67
467,17,department_17,1,class_171,1,subclass_1711,467,676.67,676.67,0,155,155,2.431368693176147e-08,338.34
468,9,department_9,0,class_90,0,subclass_900,468,218.67,218.67,0,155,155,1.0478288810600163e-06,109.34
469,15,department_15,0,class_150,1,subclass_1501,469,632.8,632.8,0,155,155,3.8923958836248535e-08,189.84
470,2,department_2,0,class_20,1,subclass_201,470,15.0,15.0,0,155,155,0.0035170605533506277,7.5
471,3,department_3,0,class_30,1,subclass_301,471,35.0,35.0,0,155,155,0.0003280935292282228,7.0
472,2,department_2,0,class_20,1,subclass_201,472,10.0,10.0,0,155,155,0.007913392492622977,5.0
473,4,department_4,0,class_40,1,subclass_401,473,58.29,58.29,0,155,155,7.018688368407341e-05,29.14
474,4,department_4,0,class_40,0,subclass_400,474,34.0,34.0,0,155,155,0.00020630352118086804,10.2
475,14,department_14,2,class_142,0,subclass_1420,475,722.33,722.33,0,155,155,3.296357975929965e-08,361.16
476,2,department_2,0,class_20,0,subclass_200,476,15.0,15.0,0,155,155,0.0035170605533506277,4.5
477,19,department_19,0,class_190,0,subclass_1900,477,905.0,905.0,0,155,155,1.0051351245358104e-08,271.5
478,19,department_19,1,class_191,1,subclass_1911,478,724.0,724.0,0,155,155,1.499420175358876e-08,362.0
479,8,department_8,0,class_80,1,subclass_801,479,146.25,146.25,0,155,155,3.0167510755837435e-06,43.88
480,9,department_9,0,class_90,1,subclass_901,480,246.0,246.0,0,155,155,8.26890562428555e-07,49.2
481,2,department_2,0,class_20,1,subclass_201,481,16.67,16.67,0,155,155,0.0028476789111102027,5.0
482,2,department_2,0,class_20,1,subclass_201,482,18.33,18.33,0,155,155,0.0023552506340950696,9.16
483,12,department_12,0,class_120,1,subclass_1201,483,580.0,580.0,0,155,155,7.08080421140912e-08,290.0
484,8,department_8,1,class_81,0,subclass_810,484,178.75,178.75,0,155,155,1.9687636618433194e-06,53.62
485,13,department_13,1,class_131,1,subclass_1311,485,340.0,340.0,0,155,155,2.2423362080226958e-07,102.0
486,14,department_14,2,class_142,0,subclass_1420,486,525.33,525.33,0,155,155,6.677342003050199e-08,157.6
487,8,department_8,1,class_81,0,subclass_810,487,178.75,178.75,0,155,155,1.9687636618433194e-06,89.38
488,15,department_15,0,class_150,0,subclass_1500,488,452.0,452.0,0,155,155,8.10891038801955e-08,135.6
489,2,department_2,0,class_20,0,subclass_200,489,11.67,11.67,0,155,155,0.005810598869568237,5.84
490,12,department_12,0,class_120,1,subclass_1201,490,398.75,398.75,0,155,155,1.5538510628197388e-07,119.62
491,6,department_6,0,class_60,1,subclass_601,491,83.25,83.25,0,155,155,1.575654216687147e-05,24.98
492,2,department_2,0,class_20,1,subclass_201,492,15.0,15.0,0,155,155,0.0035170605533506277,7.5
493,3,department_3,0,class_30,0,subclass_300,493,25.0,25.0,0,155,155,0.0006430681154318777,7.5
494,2,department_2,0,class_20,1,subclass_201,494,13.33,13.33,0,155,155,0.004453507568384692,4.0
495,14,department_14,1,class_141,1,subclass_1411,495,591.0,591.0,0,155,155,5.319714940692831e-08,295.5
496,0,department_0,0,class_00,1,subclass_001,496,2.86,2.86,0,155,155,0.4890214654885421,1.43
497,14,department_14,1,class_141,0,subclass_1410,497,459.67,459.67,0,155,155,9.120079365467081e-08,91.93
498,19,department_19,0,class_190,1,subclass_1901,498,905.0,905.0,0,155,155,1.0051351245358104e-08,271.5
499,2,department_2,0,class_20,0,subclass_200,499,10.0,10.0,0,155,155,0.007913392492622977,3.0
500,8,department_8,2,class_82,0,subclass_820,500,178.75,178.75,0,155,155,1.918883270320007e-06,89.38
501,3,department_3,0,class_30,0,subclass_300,501,25.0,25.0,0,155,155,0.0006430681154318777,7.5
502,2,department_2,0,class_20,0,subclass_200,502,15.0,15.0,0,155,155,0.0035170605533506277,7.5
503,14,department_14,1,class_141,1,subclass_1411,503,656.67,656.67,0,155,155,4.2139579685878795e-08,197.0
504,19,department_19,1,class_191,0,subclass_1910,504,724.0,724.0,0,155,155,1.499420175358876e-08,217.2
505,4,department_4,0,class_40,1,subclass_401,505,58.29,58.29,0,155,155,7.018688368407341e-05,29.14
506,4,department_4,0,class_40,0,subclass_400,506,53.43,53.43,0,155,155,8.353695953872392e-05,26.72
507,8,department_8,1,class_81,1,subclass_811,507,195.0,195.0,0,155,155,1.6535100523351673e-06,58.5
508,6,department_6,2,class_62,0,subclass_620,508,120.25,120.25,0,155,155,7.53014365023227e-06,60.12
509,3,department_3,0,class_30,1,subclass_301,509,25.0,25.0,0,155,155,0.0006430681154318777,7.5
510,3,department_3,0,class_30,1,subclass_301,510,20.0,20.0,0,155,155,0.001004796741775138,10.0
511,2,department_2,0,class_20,0,subclass_200,511,15.0,15.0,0,155,155,0.0035170605533506277,4.5
512,6,department_6,2,class_62,1,subclass_621,512,148.0,148.0,0,155,155,4.969372832181248e-06,74.0
513,16,department_16,2,class_162,0,subclass_1620,513,881.14,881.14,0,155,155,1.306324815717185e-08,440.57
514,19,department_19,0,class_190,1,subclass_1901,514,1086.0,1086.0,0,155,155,5.452917815855382e-09,325.8
515,2,department_2,0,class_20,1,subclass_201,515,11.67,11.67,0,155,155,0.005810598869568237,3.5
516,18,department_18,0,class_180,0,subclass_1800,516,975.0,975.0,0,155,155,7.727213229993667e-09,195.0
517,8,department_8,2,class_82,0,subclass_820,517,178.75,178.75,0,155,155,1.918883270320007e-06,89.38
518,2,department_2,0,class_20,1,subclass_201,518,16.67,16.67,0,155,155,0.0028476789111102027,8.34
519,14,department_14,1,class_141,0,subclass_1410,519,525.33,525.33,0,155,155,6.865618852745461e-08,105.07
520,2,department_2,0,class_20,1,subclass_201,520,10.0,10.0,0,155,155,0.007913392492622977,3.0
521,12,department_12,1,class_121,0,subclass_1210,521,290.0,290.0,0,155,155,3.3275503286080915e-07,87.0
522,12,department_12,1,class_121,0,subclass_1210,522,362.5,362.5,0,155,155,2.1116391682048718e-07,108.75
523,2,department_2,0,class_20,1,subclass_201,523,11.67,11.67,0,155,155,0.005810598869568237,5.84
