,promo_id,promo_cat,promo_discount,start_date,end_date,promo_prods,promo_stores,BX
119,119,1,0.25,113,114,84,44,0
120,120,1,0.25,18,19,293,89,0
120,120,2,0.1,18,19,150,24,0
120,120,1,0.25,18,19,561,58,0
120,120,2,0.1,18,19,521,20,0
120,120,1,0.25,18,19,409,88,0
120,120,2,0.1,18,19,395,35,0
120,120,1,0.25,18,19,644,23,0
120,120,1,0.25,18,19,216,7,0
120,120,2,0.1,18,19,4,82,0
120,120,2,0.1,18,19,247,34,0
120,120,2,0.1,18,19,230,19,0
120,120,0,0.5,18,19,355,18,0
120,120,2,0.1,18,19,51,51,0
120,120,1,0.25,18,19,592,69,0
120,120,2,0.1,18,19,207,94,0
120,120,3,0.5,18,19,120,95,1
120,120,1,0.25,18,19,453,99,0
120,120,2,0.1,18,19,511,97,0
120,120,1,0.25,18,19,367,43,0
120,120,2,0.1,18,19,505,63,0
120,120,3,0.25,18,19,198,29,3
120,120,2,0.1,18,19,587,79,0
120,120,1,0.25,18,19,407,80,0
120,120,1,0.25,18,19,8,15,0
120,120,2,0.1,18,19,66,27,0
120,120,2,0.1,18,19,157,40,0
121,121,2,0.1,124,125,590,96,0
121,121,2,0.1,124,125,379,38,0
122,122,1,0.25,136,137,625,84,0
122,122,2,0.1,136,137,225,73,0
122,122,1,0.25,136,137,127,25,0
122,122,1,0.25,136,137,25,46,0
122,122,2,0.1,136,137,56,89,0
122,122,2,0.1,136,137,657,54,0
122,122,2,0.1,136,137,236,7,0
122,122,0,0.5,136,137,218,93,0
122,122,1,0.25,136,137,624,36,0
122,122,0,0.5,136,137,40,6,0
122,122,2,0.1,136,137,364,79,0
122,122,2,0.1,136,137,525,68,0
122,122,2,0.1,136,137,349,47,0
122,122,2,0.1,136,137,359,10,0
122,122,2,0.1,136,137,413,99,0
122,122,0,0.5,136,137,528,33,0
122,122,2,0.1,136,137,476,97,0
122,122,0,0.5,136,137,135,92,0
122,122,2,0.1,136,137,515,65,0
122,122,2,0.1,136,137,271,81,0
122,122,2,0.1,136,137,536,37,0
122,122,2,0.1,136,137,561,53,0
122,122,3,0.33,136,137,682,60,2
122,122,2,0.1,136,137,466,85,0
122,122,2,0.1,136,137,637,38,0
122,122,2,0.1,136,137,352,96,0
122,122,2,0.1,136,137,432,0,0
122,122,3,0.25,136,137,326,59,3
122,122,2,0.1,136,137,282,28,0
123,123,1,0.25,58,59,250,54,0
123,123,2,0.1,58,59,339,73,0
123,123,4,0.0,58,59,573,6,0
123,123,2,0.1,58,59,320,42,0
123,123,2,0.1,58,59,110,55,0
123,123,4,0.08,58,59,468,70,0
123,123,3,0.25,58,59,188,10,3
123,123,2,0.1,58,59,269,45,0
123,123,1,0.25,58,59,296,40,0
123,123,1,0.25,58,59,318,3,0
123,123,4,0.1,58,59,64,9,0
123,123,1,0.25,58,59,255,59,0
123,123,4,0.42,58,59,98,14,0
123,123,2,0.1,58,59,574,92,0
123,123,2,0.1,58,59,585,15,0
123,123,2,0.1,58,59,95,29,0
123,123,2,0.1,58,59,385,97,0
123,123,1,0.25,58,59,49,33,0
123,123,2,0.1,58,59,150,2,0
123,123,2,0.1,58,59,3,21,0
123,123,2,0.1,58,59,378,86,0
123,123,2,0.1,58,59,218,66,0
123,123,4,0.16,58,59,674,34,0
123,123,2,0.1,58,59,329,95,0
123,123,2,0.1,58,59,484,91,0
123,123,2,0.1,58,59,7,81,0
123,123,2,0.1,58,59,102,62,0
123,123,0,0.5,58,59,70,67,0
124,124,1,0.25,150,151,570,50,0
124,124,1,0.25,150,151,613,98,0
125,125,4,0.13,132,133,647,0,0
125,125,2,0.1,132,133,329,26,0
125,125,2,0.1,132,133,569,21,0
125,125,2,0.1,132,133,548,30,0
125,125,2,0.1,132,133,515,16,0
125,125,2,0.1,132,133,681,8,0
125,125,2,0.1,132,133,231,29,0
126,126,3,0.33,79,80,18,88,2
126,126,1,0.25,79,80,88,53,0
126,126,1,0.25,79,80,167,18,0
126,126,2,0.1,79,80,440,83,0
126,126,2,0.1,79,80,385,42,0
126,126,1,0.25,79,80,361,32,0
126,126,2,0.1,79,80,528,36,0
126,126,2,0.1,79,80,537,5,0
126,126,1,0.25,79,80,254,47,0
126,126,1,0.25,79,80,24,31,0
126,126,4,0.29,79,80,353,33,0
126,126,1,0.25,79,80,683,60,0
126,126,1,0.25,79,80,69,58,0
126,126,4,0.18,79,80,363,4,0
126,126,2,0.1,79,80,55,11,0
126,126,1,0.25,79,80,598,65,0
126,126,4,0.33,79,80,113,99,0
126,126,4,0.36,79,80,439,25,0
126,126,2,0.1,79,80,562,68,0
126,126,4,0.04,79,80,587,39,0
126,126,3,0.25,79,80,229,73,3
126,126,2,0.1,79,80,339,97,0
126,126,1,0.25,79,80,526,15,0
126,126,1,0.25,79,80,266,56,0
126,126,2,0.1,79,80,277,50,0
126,126,2,0.1,79,80,530,45,0
126,126,1,0.25,79,80,17,27,0
126,126,1,0.25,79,80,57,38,0
126,126,4,0.09,79,80,584,81,0
127,127,1,0.25,27,28,476,81,0
127,127,2,0.1,27,28,549,79,0
127,127,1,0.25,27,28,627,83,0
127,127,2,0.1,27,28,450,59,0
127,127,2,0.1,27,28,12,6,0
127,127,2,0.1,27,28,83,41,0
127,127,1,0.25,27,28,43,66,0
127,127,3,0.25,27,28,468,65,3
127,127,1,0.25,27,28,575,90,0
127,127,2,0.1,27,28,490,74,0
127,127,1,0.25,27,28,624,50,0
127,127,0,0.5,27,28,296,98,0
127,127,1,0.25,27,28,654,75,0
127,127,3,0.33,27,28,220,10,2
127,127,1,0.25,27,28,472,39,0
127,127,2,0.1,27,28,437,25,0
127,127,2,0.1,27,28,543,61,0
128,128,1,0.25,48,49,44,23,0
128,128,1,0.25,48,49,578,1,0
128,128,2,0.1,48,49,571,85,0
128,128,4,0.02,48,49,646,91,0
128,128,1,0.25,48,49,452,14,0
128,128,3,0.25,48,49,232,87,3
128,128,4,0.09,48,49,584,22,0
128,128,2,0.1,48,49,203,6,0
128,128,3,0.25,48,49,188,93,3
128,128,3,0.25,48,49,377,95,3
128,128,2,0.1,48,49,635,43,0
128,128,3,0.25,48,49,278,44,3
128,128,2,0.1,48,49,415,10,0
128,128,2,0.1,48,49,96,49,0
128,128,4,0.21,48,49,67,3,0
128,128,2,0.1,48,49,446,75,0
128,128,2,0.1,48,49,502,63,0
128,128,4,0.0,48,49,195,17,0
128,128,2,0.1,48,49,16,54,0
128,128,4,0.07,48,49,538,28,0
128,128,3,0.33,48,49,449,88,2
128,128,2,0.1,48,49,512,42,0
128,128,3,0.25,48,49,97,27,3
128,128,1,0.25,48,49,22,53,0
129,129,1,0.25,65,66,245,67,0
129,129,0,0.5,65,66,549,39,0
129,129,1,0.25,65,66,214,34,0
129,129,2,0.1,65,66,329,47,0
129,129,3,0.25,65,66,13,66,3
129,129,2,0.1,65,66,351,62,0
129,129,0,0.5,65,66,532,12,0
130,130,3,0.25,110,111,102,38,3
130,130,2,0.1,110,111,316,84,0
130,130,1,0.25,110,111,159,64,0
130,130,4,0.08,110,111,349,85,0
130,130,1,0.25,110,111,59,46,0
130,130,1,0.25,110,111,318,27,0
130,130,2,0.1,110,111,672,68,0
130,130,2,0.1,110,111,409,41,0
130,130,2,0.1,110,111,16,71,0
130,130,2,0.1,110,111,452,67,0
130,130,1,0.25,110,111,62,21,0
130,130,4,0.26,110,111,87,0,0
130,130,3,0.25,110,111,613,34,3
131,131,2,0.1,48,49,168,62,0
131,131,4,0.33,48,49,576,9,0
131,131,0,0.5,48,49,213,92,0
131,131,2,0.1,48,49,223,61,0
131,131,1,0.25,48,49,522,40,0
131,131,2,0.1,48,49,266,95,0
131,131,1,0.25,48,49,172,91,0
131,131,2,0.1,48,49,103,44,0
131,131,4,0.25,48,49,143,96,0
131,131,2,0.1,48,49,503,77,0
131,131,2,0.1,48,49,390,29,0
131,131,3,0.25,48,49,559,87,3
131,131,2,0.1,48,49,81,88,0
131,131,4,0.01,48,49,274,54,0
131,131,2,0.1,48,49,215,24,0
131,131,4,0.1,48,49,64,36,0
131,131,2,0.1,48,49,667,75,0
131,131,4,0.3,48,49,370,4,0
131,131,2,0.1,48,49,408,64,0
131,131,2,0.1,48,49,692,69,0
131,131,0,0.5,48,49,341,48,0
131,131,2,0.1,48,49,699,45,0
131,131,3,0.5,48,49,596,19,1
131,131,4,0.18,48,49,327,90,0
131,131,1,0.25,48,49,621,37,0
131,131,1,0.25,48,49,307,73,0
131,131,2,0.1,48,49,483,74,0
131,131,4,0.31,48,49,19,66,0
132,132,1,0.25,120,121,647,90,0
132,132,2,0.1,120,121,118,77,0
132,132,2,0.1,120,121,63,76,0
132,132,2,0.1,120,121,457,49,0
132,132,2,0.1,120,121,547,6,0
132,132,2,0.1,120,121,397,19,0
132,132,2,0.1,120,121,459,87,0
132,132,2,0.1,120,121,565,64,0
132,132,2,0.1,120,121,589,99,0
132,132,2,0.1,120,121,119,85,0
132,132,1,0.25,120,121,508,41,0
132,132,2,0.1,120,121,122,21,0
132,132,3,0.33,120,121,11,7,2
132,132,2,0.1,120,121,316,15,0
133,133,1,0.25,10,11,628,6,0
133,133,3,0.25,10,11,564,45,3
133,133,1,0.25,10,11,185,38,0
133,133,1,0.25,10,11,18,97,0
133,133,2,0.1,10,11,592,52,0
133,133,2,0.1,10,11,430,22,0
133,133,3,0.25,10,11,183,87,3
133,133,2,0.1,10,11,225,69,0
133,133,1,0.25,10,11,193,43,0
133,133,1,0.25,10,11,512,14,0
133,133,1,0.25,10,11,82,58,0
133,133,1,0.25,10,11,121,11,0
133,133,2,0.1,10,11,304,9,0
133,133,1,0.25,10,11,166,73,0
133,133,0,0.5,10,11,45,53,0
133,133,2,0.1,10,11,516,66,0
133,133,1,0.25,10,11,588,96,0
133,133,1,0.25,10,11,155,98,0
133,133,0,0.5,10,11,541,1,0
133,133,3,0.33,10,11,698,31,2
133,133,1,0.25,10,11,61,67,0
133,133,2,0.1,10,11,621,16,0
134,134,1,0.25,21,22,668,71,0
134,134,2,0.1,21,22,324,42,0
134,134,2,0.1,21,22,623,64,0
134,134,1,0.25,21,22,385,65,0
134,134,1,0.25,21,22,367,10,0
134,134,2,0.1,21,22,233,51,0
134,134,1,0.25,21,22,335,91,0
134,134,1,0.25,21,22,33,76,0
134,134,0,0.5,21,22,502,95,0
134,134,2,0.1,21,22,217,68,0
134,134,4,0.46,21,22,45,16,0
134,134,2,0.1,21,22,7,43,0
135,135,2,0.1,118,119,164,0,0
135,135,0,0.5,118,119,459,76,0
135,135,0,0.5,118,119,506,75,0
135,135,0,0.5,118,119,686,38,0
135,135,2,0.1,118,119,683,23,0
135,135,2,0.1,118,119,498,48,0
135,135,2,0.1,118,119,326,69,0
135,135,2,0.1,118,119,371,60,0
135,135,2,0.1,118,119,141,73,0
135,135,2,0.1,118,119,468,53,0
135,135,2,0.1,118,119,206,46,0
135,135,1,0.25,118,119,274,6,0
135,135,2,0.1,118,119,161,86,0
135,135,2,0.1,118,119,382,31,0
135,135,1,0.25,118,119,112,39,0
136,136,2,0.1,62,63,541,78,0
136,136,3,0.25,62,63,283,52,3
136,136,3,0.33,62,63,597,60,2
136,136,1,0.25,62,63,400,79,0
136,136,2,0.1,62,63,506,0,0
136,136,1,0.25,62,63,664,17,0
136,136,1,0.25,62,63,497,22,0
137,137,2,0.1,91,92,648,69,0
137,137,0,0.5,91,92,414,50,0
137,137,2,0.1,91,92,358,93,0
137,137,1,0.25,91,92,359,31,0
137,137,4,0.02,91,92,546,76,0
137,137,1,0.25,91,92,642,78,0
138,138,2,0.1,84,85,558,67,0
138,138,1,0.25,84,85,90,46,0
138,138,2,0.1,84,85,693,8,0
138,138,2,0.1,84,85,94,53,0
138,138,1,0.25,84,85,341,51,0
138,138,3,0.25,84,85,291,82,3
138,138,2,0.1,84,85,513,39,0
138,138,1,0.25,84,85,192,43,0
138,138,1,0.25,84,85,672,44,0
138,138,2,0.1,84,85,622,59,0
138,138,1,0.25,84,85,172,26,0
138,138,4,0.08,84,85,468,60,0
138,138,2,0.1,84,85,542,65,0
138,138,3,0.25,84,85,112,0,3
138,138,2,0.1,84,85,125,4,0
138,138,4,0.04,84,85,46,74,0
138,138,2,0.1,84,85,515,32,0
138,138,1,0.25,84,85,91,10,0
138,138,1,0.25,84,85,248,81,0
138,138,3,0.33,84,85,699,85,2
138,138,0,0.5,84,85,652,94,0
138,138,2,0.1,84,85,658,17,0
138,138,2,0.1,84,85,428,69,0
138,138,0,0.5,84,85,502,15,0
138,138,1,0.25,84,85,567,71,0
139,139,0,0.5,116,117,394,31,0
139,139,2,0.1,116,117,566,85,0
139,139,1,0.25,116,117,449,84,0
139,139,2,0.1,116,117,190,11,0
139,139,1,0.25,116,117,344,93,0
139,139,2,0.1,116,117,336,55,0
139,139,2,0.1,116,117,435,47,0
139,139,2,0.1,116,117,222,10,0
140,140,2,0.1,3,4,558,11,0
140,140,4,0.0,3,4,195,24,0
140,140,2,0.1,3,4,300,28,0
140,140,1,0.25,3,4,570,44,0
140,140,1,0.25,3,4,229,95,0
140,140,2,0.1,3,4,236,94,0
140,140,2,0.1,3,4,79,74,0
140,140,2,0.1,3,4,207,90,0
140,140,2,0.1,3,4,385,29,0
140,140,1,0.25,3,4,634,3,0
140,140,2,0.1,3,4,200,78,0
140,140,3,0.33,3,4,443,20,2
140,140,2,0.1,3,4,377,58,0
140,140,1,0.25,3,4,179,67,0
140,140,2,0.1,3,4,110,10,0
140,140,0,0.5,3,4,448,93,0
140,140,4,0.42,3,4,303,73,0
140,140,2,0.1,3,4,545,35,0
140,140,0,0.5,3,4,578,71,0
140,140,1,0.25,3,4,211,77,0
140,140,4,0.18,3,4,272,59,0
140,140,3,0.33,3,4,291,16,2
141,141,2,0.1,134,135,330,15,0
141,141,1,0.25,134,135,505,91,0
141,141,2,0.1,134,135,508,42,0
141,141,2,0.1,134,135,258,85,0
141,141,2,0.1,134,135,629,2,0
141,141,0,0.5,134,135,89,49,0
141,141,2,0.1,134,135,691,56,0
141,141,2,0.1,134,135,339,36,0
141,141,2,0.1,134,135,181,7,0
141,141,1,0.25,134,135,419,97,0
141,141,1,0.25,134,135,223,6,0
141,141,2,0.1,134,135,677,28,0
141,141,3,0.33,134,135,284,88,2
141,141,2,0.1,134,135,230,44,0
141,141,2,0.1,134,135,131,60,0
141,141,2,0.1,134,135,188,5,0
141,141,1,0.25,134,135,416,18,0
141,141,4,0.13,134,135,99,10,0
141,141,2,0.1,134,135,8,70,0
141,141,4,0.01,134,135,308,58,0
141,141,2,0.1,134,135,247,50,0
141,141,2,0.1,134,135,38,68,0
141,141,0,0.5,134,135,560,35,0
141,141,4,0.32,134,135,384,21,0
141,141,2,0.1,134,135,441,72,0
141,141,2,0.1,134,135,481,79,0
142,142,2,0.1,69,70,443,70,0
142,142,1,0.25,69,70,375,7,0
142,142,2,0.1,69,70,496,81,0
142,142,1,0.25,69,70,169,88,0
142,142,2,0.1,69,70,53,79,0
142,142,2,0.1,69,70,220,2,0
142,142,2,0.1,69,70,576,98,0
142,142,2,0.1,69,70,14,50,0
142,142,2,0.1,69,70,675,6,0
142,142,2,0.1,69,70,473,23,0
142,142,3,0.25,69,70,456,5,3
142,142,1,0.25,69,70,638,87,0
142,142,2,0.1,69,70,251,72,0
142,142,2,0.1,69,70,1,61,0
142,142,2,0.1,69,70,13,47,0
142,142,1,0.25,69,70,261,57,0
142,142,2,0.1,69,70,369,9,0
142,142,0,0.5,69,70,187,64,0
142,142,2,0.1,69,70,252,33,0
142,142,2,0.1,69,70,535,21,0
142,142,1,0.25,69,70,596,69,0
142,142,2,0.1,69,70,175,71,0
142,142,0,0.5,69,70,587,34,0
142,142,2,0.1,69,70,524,17,0
142,142,3,0.5,69,70,284,89,1
142,142,0,0.5,69,70,446,24,0
143,143,2,0.1,148,149,179,4,0
143,143,2,0.1,148,149,549,3,0
143,143,0,0.5,148,149,662,64,0
144,144,2,0.1,38,39,574,82,0
144,144,2,0.1,38,39,265,40,0
144,144,0,0.5,38,39,79,86,0
144,144,0,0.5,38,39,678,63,0
144,144,2,0.1,38,39,248,45,0
144,144,1,0.25,38,39,258,80,0
144,144,2,0.1,38,39,159,98,0
144,144,2,0.1,38,39,118,12,0
145,145,1,0.25,48,49,597,96,0
145,145,3,0.33,48,49,360,53,2
145,145,1,0.25,48,49,524,72,0
145,145,2,0.1,48,49,637,31,0
145,145,0,0.5,48,49,430,64,0
145,145,0,0.5,48,49,296,79,0
145,145,2,0.1,48,49,319,86,0
145,145,2,0.1,48,49,16,89,0
145,145,2,0.1,48,49,684,60,0
145,145,2,0.1,48,49,91,0,0
145,145,2,0.1,48,49,456,54,0
145,145,2,0.1,48,49,142,83,0
145,145,4,0.03,48,49,84,10,0
146,146,2,0.1,21,22,527,77,0
146,146,2,0.1,21,22,37,88,0
146,146,2,0.1,21,22,688,13,0
146,146,1,0.25,21,22,95,17,0
146,146,1,0.25,21,22,235,46,0
146,146,2,0.1,21,22,648,70,0
146,146,4,0.01,21,22,308,29,0
146,146,1,0.25,21,22,615,72,0
146,146,1,0.25,21,22,276,7,0
146,146,2,0.1,21,22,119,75,0
146,146,4,0.1,21,22,164,19,0
146,146,2,0.1,21,22,60,60,0
146,146,1,0.25,21,22,66,41,0
146,146,2,0.1,21,22,339,92,0
146,146,2,0.1,21,22,539,78,0
147,147,3,0.25,106,107,415,15,3
147,147,1,0.25,106,107,650,70,0
147,147,3,0.5,106,107,559,36,1
147,147,3,0.25,106,107,37,39,3
147,147,2,0.1,106,107,560,55,0
147,147,2,0.1,106,107,654,97,0
147,147,2,0.1,106,107,677,46,0
147,147,0,0.5,106,107,51,40,0
147,147,2,0.1,106,107,652,23,0
147,147,2,0.1,106,107,611,4,0
147,147,0,0.5,106,107,217,66,0
147,147,2,0.1,106,107,461,67,0
147,147,1,0.25,106,107,402,30,0
147,147,1,0.25,106,107,35,17,0
147,147,3,0.33,106,107,269,81,2
147,147,1,0.25,106,107,616,26,0
147,147,3,0.33,106,107,635,25,2
147,147,1,0.25,106,107,519,28,0
147,147,2,0.1,106,107,212,53,0
147,147,0,0.5,106,107,191,76,0
147,147,1,0.25,106,107,422,63,0
147,147,4,0.11,106,107,518,31,0
147,147,2,0.1,106,107,270,7,0
147,147,2,0.1,106,107,476,79,0
147,147,1,0.25,106,107,602,16,0
147,147,2,0.1,106,107,43,13,0
148,148,1,0.25,63,64,49,96,0
148,148,2,0.1,63,64,321,14,0
148,148,2,0.1,63,64,45,53,0
148,148,2,0.1,63,64,367,94,0
148,148,2,0.1,63,64,506,9,0
149,149,1,0.25,36,37,605,5,0
149,149,1,0.25,36,37,305,25,0
149,149,2,0.1,36,37,260,76,0
149,149,0,0.5,36,37,113,87,0
149,149,2,0.1,36,37,392,14,0
149,149,1,0.25,36,37,594,39,0
149,149,2,0.1,36,37,178,68,0
149,149,2,0.1,36,37,674,46,0
149,149,2,0.1,36,37,91,75,0
149,149,1,0.25,36,37,119,0,0
149,149,1,0.25,36,37,263,17,0
149,149,0,0.5,36,37,300,13,0
149,149,0,0.5,36,37,471,33,0
149,149,2,0.1,36,37,40,32,0
149,149,1,0.25,36,37,660,27,0
149,149,1,0.25,36,37,537,67,0
149,149,3,0.25,36,37,669,61,3
149,149,2,0.1,36,37,258,31,0
149,149,2,0.1,36,37,115,83,0
149,149,1,0.25,36,37,698,12,0
149,149,1,0.25,36,37,242,48,0
149,149,1,0.25,36,37,295,72,0
149,149,2,0.1,36,37,508,28,0
149,149,3,0.25,36,37,151,2,3
149,149,2,0.1,36,37,173,60,0
149,149,0,0.5,36,37,488,96,0
149,149,2,0.1,36,37,397,19,0
149,149,1,0.25,36,37,654,90,0
150,150,1,0.25,8,9,459,99,0
150,150,1,0.25,8,9,131,88,0
150,150,2,0.1,8,9,44,87,0
150,150,2,0.1,8,9,205,78,0
150,150,2,0.1,8,9,535,15,0
150,150,2,0.1,8,9,548,37,0
150,150,2,0.1,8,9,211,71,0
150,150,1,0.25,8,9,300,13,0
150,150,3,0.33,8,9,321,97,2
150,150,2,0.1,8,9,336,9,0
150,150,2,0.1,8,9,140,27,0
150,150,2,0.1,8,9,504,56,0
150,150,2,0.1,8,9,620,92,0
150,150,1,0.25,8,9,670,53,0
150,150,2,0.1,8,9,116,94,0
150,150,2,0.1,8,9,643,34,0
151,151,4,0.14,81,82,381,11,0
151,151,4,0.0,81,82,432,46,0
151,151,1,0.25,81,82,132,49,0
151,151,2,0.1,81,82,638,15,0
151,151,2,0.1,81,82,95,41,0
151,151,1,0.25,81,82,431,5,0
151,151,1,0.25,81,82,516,90,0
151,151,4,0.28,81,82,541,68,0
151,151,1,0.25,81,82,633,86,0
151,151,2,0.1,81,82,552,67,0
151,151,4,0.12,81,82,77,64,0
152,152,3,0.25,75,76,309,73,3
152,152,2,0.1,75,76,289,62,0
152,152,2,0.1,75,76,276,11,0
152,152,2,0.1,75,76,181,65,0
152,152,2,0.1,75,76,620,40,0
152,152,3,0.25,75,76,510,43,3
152,152,0,0.5,75,76,119,60,0
152,152,2,0.1,75,76,673,71,0
152,152,4,0.14,75,76,580,44,0
152,152,2,0.1,75,76,524,38,0
152,152,4,0.26,75,76,87,79,0
152,152,4,0.17,75,76,177,0,0
152,152,1,0.25,75,76,333,3,0
152,152,1,0.25,75,76,60,63,0
152,152,1,0.25,75,76,159,51,0
152,152,2,0.1,75,76,553,83,0
152,152,2,0.1,75,76,315,35,0
152,152,4,0.33,75,76,113,82,0
152,152,0,0.5,75,76,166,21,0
152,152,3,0.25,75,76,532,32,3
152,152,2,0.1,75,76,629,67,0
152,152,2,0.1,75,76,665,1,0
152,152,4,0.44,75,76,556,26,0
152,152,2,0.1,75,76,678,25,0
152,152,1,0.25,75,76,321,81,0
152,152,1,0.25,75,76,258,20,0
152,152,3,0.25,75,76,300,54,3
152,152,2,0.1,75,76,557,61,0
152,152,2,0.1,75,76,86,55,0
153,153,4,0.11,98,99,302,83,0
153,153,2,0.1,98,99,693,74,0
153,153,1,0.25,98,99,448,28,0
153,153,2,0.1,98,99,593,47,0
153,153,1,0.25,98,99,517,90,0
153,153,2,0.1,98,99,307,7,0
153,153,3,0.33,98,99,102,37,2
153,153,4,0.42,98,99,98,76,0
153,153,2,0.1,98,99,263,69,0
153,153,2,0.1,98,99,431,39,0
153,153,0,0.5,98,99,29,99,0
153,153,2,0.1,98,99,175,45,0
153,153,1,0.25,98,99,420,66,0
153,153,2,0.1,98,99,513,19,0
153,153,1,0.25,98,99,278,11,0
153,153,4,0.0,98,99,477,35,0
153,153,2,0.1,98,99,681,41,0
153,153,4,0.01,98,99,71,81,0
153,153,2,0.1,98,99,488,53,0
153,153,3,0.33,98,99,335,55,2
153,153,2,0.1,98,99,382,73,0
153,153,2,0.1,98,99,215,17,0
153,153,2,0.1,98,99,443,97,0
153,153,2,0.1,98,99,229,91,0
153,153,2,0.1,98,99,163,58,0
153,153,2,0.1,98,99,154,32,0
153,153,2,0.1,98,99,14,40,0
153,153,1,0.25,98,99,645,75,0
154,154,1,0.25,110,111,417,68,0
154,154,4,0.09,110,111,584,79,0
154,154,1,0.25,110,111,49,47,0
154,154,2,0.1,110,111,54,17,0
154,154,2,0.1,110,111,27,98,0
154,154,2,0.1,110,111,320,61,0
154,154,1,0.25,110,111,559,37,0
154,154,1,0.25,110,111,441,96,0
154,154,2,0.1,110,111,410,74,0
154,154,0,0.5,110,111,692,57,0
154,154,4,0.0,110,111,195,84,0
154,154,2,0.1,110,111,63,59,0
154,154,2,0.1,110,111,510,27,0
154,154,1,0.25,110,111,671,36,0
154,154,2,0.1,110,111,78,56,0
154,154,1,0.25,110,111,651,8,0
154,154,2,0.1,110,111,300,24,0
154,154,1,0.25,110,111,461,21,0
154,154,2,0.1,110,111,209,87,0
154,154,2,0.1,110,111,380,63,0
154,154,2,0.1,110,111,277,82,0
155,155,2,0.1,115,116,272,41,0
156,156,3,0.25,129,130,360,30,3
156,156,1,0.25,129,130,476,92,0
156,156,3,0.33,129,130,90,55,2
156,156,3,0.25,129,130,375,85,3
156,156,3,0.33,129,130,456,31,2
156,156,3,0.25,129,130,39,82,3
156,156,0,0.5,129,130,277,51,0
156,156,2,0.1,129,130,399,65,0
156,156,1,0.25,129,130,306,79,0
156,156,2,0.1,129,130,598,48,0
156,156,2,0.1,129,130,361,29,0
156,156,2,0.1,129,130,202,26,0
157,157,4,0.06,98,99,138,90,0
157,157,1,0.25,98,99,132,8,0
157,157,2,0.1,98,99,482,16,0
157,157,0,0.5,98,99,339,80,0
157,157,2,0.1,98,99,681,3,0
157,157,1,0.25,98,99,102,60,0
157,157,1,0.25,98,99,653,48,0
157,157,0,0.5,98,99,372,9,0
157,157,2,0.1,98,99,68,69,0
157,157,4,0.33,98,99,113,25,0
157,157,1,0.25,98,99,555,40,0
157,157,2,0.1,98,99,231,24,0
157,157,1,0.25,98,99,343,55,0
157,157,2,0.1,98,99,563,99,0
157,157,2,0.1,98,99,76,85,0
158,158,1,0.25,62,63,357,74,0
158,158,1,0.25,62,63,132,43,0
158,158,2,0.1,62,63,430,8,0
158,158,2,0.1,62,63,116,76,0
158,158,1,0.25,62,63,360,24,0
158,158,0,0.5,62,63,499,6,0
158,158,2,0.1,62,63,507,83,0
158,158,1,0.25,62,63,112,29,0
158,158,1,0.25,62,63,214,32,0
158,158,2,0.1,62,63,627,22,0
158,158,2,0.1,62,63,669,88,0
158,158,2,0.1,62,63,9,46,0
158,158,2,0.1,62,63,409,19,0
158,158,0,0.5,62,63,192,48,0
158,158,0,0.5,62,63,212,14,0
159,159,0,0.5,2,3,645,40,0
159,159,0,0.5,2,3,609,47,0
159,159,1,0.25,2,3,40,43,0
159,159,2,0.1,2,3,649,95,0
159,159,3,0.33,2,3,171,63,2
159,159,2,0.1,2,3,165,22,0
159,159,1,0.25,2,3,295,62,0
159,159,1,0.25,2,3,239,10,0
159,159,2,0.1,2,3,264,2,0
159,159,2,0.1,2,3,261,45,0
160,160,1,0.25,65,66,666,96,0
160,160,1,0.25,65,66,358,55,0
160,160,0,0.5,65,66,361,33,0
160,160,2,0.1,65,66,281,90,0
160,160,1,0.25,65,66,425,19,0
160,160,2,0.1,65,66,543,84,0
160,160,4,0.09,65,66,127,56,0
160,160,2,0.1,65,66,623,99,0
160,160,4,0.04,65,66,365,14,0
160,160,1,0.25,65,66,216,80,0
160,160,2,0.1,65,66,668,94,0
160,160,2,0.1,65,66,410,10,0
160,160,2,0.1,65,66,93,51,0
160,160,2,0.1,65,66,638,77,0
160,160,2,0.1,65,66,18,31,0
160,160,2,0.1,65,66,450,57,0
160,160,2,0.1,65,66,446,5,0
160,160,3,0.25,65,66,103,12,3
160,160,2,0.1,65,66,570,41,0
160,160,2,0.1,65,66,524,47,0
160,160,3,0.25,65,66,404,24,3
160,160,3,0.5,65,66,252,16,1
161,161,2,0.1,102,103,462,91,0
161,161,2,0.1,102,103,181,15,0
161,161,2,0.1,102,103,106,49,0
161,161,3,0.25,102,103,3,80,3
161,161,2,0.1,102,103,582,75,0
161,161,2,0.1,102,103,688,85,0
161,161,0,0.5,102,103,431,19,0
161,161,0,0.5,102,103,335,42,0
161,161,2,0.1,102,103,37,30,0
161,161,2,0.1,102,103,567,40,0
161,161,2,0.1,102,103,141,77,0
161,161,2,0.1,102,103,301,90,0
161,161,2,0.1,102,103,667,41,0
161,161,1,0.25,102,103,60,28,0
161,161,1,0.25,102,103,147,57,0
161,161,2,0.1,102,103,49,5,0
161,161,0,0.5,102,103,29,72,0
161,161,1,0.25,102,103,404,35,0
161,161,1,0.25,102,103,464,96,0
161,161,2,0.1,102,103,58,16,0
161,161,2,0.1,102,103,176,84,0
161,161,0,0.5,102,103,533,78,0
161,161,2,0.1,102,103,474,26,0
